,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,snap_id,maven_id,maven_url,dnf_id,yay_id,new_addition
647,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-08-01 17:26:18.000000,2024-08-01 17:29:12,1205.0,9.0,117.0,26.0,68.0,4.0,29.0,1505.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,21,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,['pytorch'],28.0,5730.0,,,https://pypi.org/project/pytorch_toolbelt,5730.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
648,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,353.0,60.0,47.0,37.0,71.0,1480.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56,1.0.0,5.0,anago,,,['tensorflow'],,184.0,33.0,33.0,https://pypi.org/project/anago,184.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
649,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,183.0,32.0,86.0,15.0,33.0,1368.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,373.0,93.0,93.0,https://pypi.org/project/FinQuant,373.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
650,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-08-15 00:02:23.000000,2024-06-07 09:12:27,550.0,3.0,133.0,21.0,288.0,10.0,138.0,1297.0,A standard framework for modelling Deep Learning Models for tabular data.,22.0,21,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,['pytorch'],35.0,2493.0,,,https://pypi.org/project/pytorch_tabular,2493.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
651,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2024-07-26 00:37:30.000000,2024-07-26 00:21:42,195.0,6.0,112.0,37.0,30.0,17.0,118.0,1231.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,15.0,21,True,2024-07-26 00:44:37,2.2.4,84.0,ngt,,,,,2944.0,,,https://pypi.org/project/ngt,2944.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
652,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-06-07 14:38:03.000000,2024-06-07 14:37:59,835.0,2.0,305.0,51.0,796.0,11.0,300.0,1210.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,['mxnet'],19.0,672.0,,,https://pypi.org/project/sockeye,672.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
653,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,250.0,47.0,46.0,26.0,127.0,1065.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,['tensorflow'],,212.0,29.0,29.0,https://pypi.org/project/aocr,212.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
654,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-08-07 20:25:13.000000,2024-08-07 18:21:25,294.0,1.0,246.0,47.0,18.0,11.0,91.0,849.0,Data compression in TensorFlow.,21.0,21,True,2024-08-07 20:25:13,2.17.0,26.0,tensorflow-compression,,,['tensorflow'],,2218.0,,,https://pypi.org/project/tensorflow-compression,2218.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
655,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,133.0,24.0,594.0,63.0,511.0,843.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,False,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,3386.0,,,https://pypi.org/project/icevision,3386.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
656,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,75.0,6.0,5.0,2.0,23.0,837.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,['sklearn'],,27375.0,467.0,467.0,https://pypi.org/project/iterative-stratification,27375.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2024-07-30 20:59:38.000000,2019-11-15 21:43:53,221.0,,158.0,78.0,99.0,49.0,43.0,749.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02,0.6.0,6.0,tensorframes,,,"['tensorflow', 'spark']",,9251.0,,,https://pypi.org/project/tensorframes,9251.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2023-12-04 11:10:47.000000,2023-12-04 11:10:46,442.0,,64.0,25.0,433.0,10.0,237.0,633.0,torchbearer: A model fitting library for PyTorch.,14.0,21,True,2023-12-01 18:41:20,0.5.5,26.0,torchbearer,,,['pytorch'],,311.0,90.0,90.0,https://pypi.org/project/torchbearer,311.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2024-07-25 11:20:23.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,26.0,43.0,61.0,612.0,Build fully-functioning computer vision models with PyTorch.,12.0,21,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,['pytorch'],,2251.0,178.0,178.0,https://pypi.org/project/detecto,2133.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,4496.0,3.0,,,,,,,,,,,,,,,,,,,,
660,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,109.0,26.0,23.0,56.0,35.0,609.0,a distributed Hyperband implementation on Steroids.,11.0,21,False,2019-07-30 12:47:43,1.0,1.0,hpbandster,conda-forge/hpbandster,,,,9577.0,461.0,461.0,https://pypi.org/project/hpbandster,9138.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,19319.0,3.0,,,,,,,,,,,,,,,,,,,,
661,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,2.0,315.0,604.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,215.0,62.0,62.0,https://pypi.org/project/neuraxle,215.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-06-28 04:46:54.000000,2023-07-18 10:24:07,542.0,,33.0,14.0,224.0,13.0,40.0,491.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,False,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,"['pandas', 'spark']",192.0,19805.0,21.0,21.0,https://pypi.org/project/popmon,19802.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2024-08-14 20:08:06.000000,2024-07-16 08:32:27,987.0,51.0,80.0,30.0,95.0,11.0,27.0,425.0,A Python implementation of active inference for Markov Decision Processes.,18.0,21,True,2023-03-25 17:58:52,0.0.7.1,6.0,inferactively-pymdp,,,,,222.0,12.0,12.0,https://pypi.org/project/inferactively-pymdp,222.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,79.0,24.0,12.0,48.0,49.0,413.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 04:59:38,1.1.1,3.0,optunity,,,,94.0,4680.0,123.0,123.0,https://pypi.org/project/optunity,4680.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-08-01 02:21:13.000000,2024-08-01 02:20:30,664.0,4.0,61.0,30.0,474.0,11.0,91.0,372.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,['jupyter'],,23225.0,4.0,4.0,https://pypi.org/project/vega,10873.0,https://anaconda.org/conda-forge/vega,2024-05-18 03:50:45.535,629955.0,3.0,,,,,,,,,,,,,,,,,,,,
666,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-08-19 11:40:22.000000,2023-02-01 10:38:52,3728.0,,59.0,28.0,110.0,33.0,184.0,368.0,scalable audio processing framework and server written in Python.,22.0,21,False,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,135.0,18.0,18.0,https://pypi.org/project/TimeSide,135.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
667,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-08-06 08:18:06.000000,2023-07-02 18:02:16,1462.0,,46.0,16.0,198.0,21.0,64.0,241.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,498.0,44.0,44.0,https://pypi.org/project/pyrdf2vec,498.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-08-08 12:54:44.000000,2020-04-18 19:15:25,24.0,,1383.0,148.0,49.0,18.0,11.0,9821.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,20,False,,,,micrograd,,,['pytorch'],,1071.0,58.0,58.0,https://pypi.org/project/micrograd,1071.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
669,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2024-08-06 12:05:27.000000,2023-01-15 11:37:16,279.0,,999.0,117.0,105.0,140.0,355.0,5226.0,Backtest trading strategies in Python.,19.0,20,False,,,,backtesting,,,,,14715.0,,,https://pypi.org/project/backtesting,14715.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2024-05-20 22:36:46.000000,2023-08-15 07:38:22,956.0,,553.0,168.0,47.0,26.0,28.0,4421.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,4.0,tf-quant-finance,,,['tensorflow'],,501.0,,,https://pypi.org/project/tf-quant-finance,501.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
671,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/google-deepmind/trfl,https://github.com/google-deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2022-12-08 18:07:05.000000,2021-08-16 11:45:18,123.0,,381.0,206.0,9.0,4.0,16.0,3135.0,TensorFlow Reinforcement Learning.,13.0,20,False,,,,trfl,,,['tensorflow'],,1385.0,156.0,156.0,https://pypi.org/project/trfl,1385.0,,,,3.0,,,,,,google-deepmind/trfl,,,,,,,,,,,,,,
672,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,323.0,73.0,2.0,18.0,7.0,2904.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,['pytorch'],,1261.0,203.0,203.0,https://pypi.org/project/adabound,1261.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,324.0,102.0,1000.0,84.0,263.0,2846.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,456.0,127.0,225.0,81.0,183.0,2321.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,False,2019-07-24 13:14:28,1.0.0,9.0,rl_coach,,,,,80.0,,,https://pypi.org/project/rl_coach,80.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,367.0,84.0,4.0,4.0,18.0,2199.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,20,False,,,,pdftabextract,,,,,1329.0,50.0,50.0,https://pypi.org/project/pdftabextract,1329.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,231.0,62.0,106.0,25.0,56.0,2130.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,['pytorch'],,1134.0,19.0,19.0,https://pypi.org/project/pycls,1134.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,180.0,55.0,895.0,129.0,586.0,1924.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",52.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,17.0,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1037.0,3.0,,,,,,,,,,,,,,,,,,,,
678,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,2.0,159.0,18.0,74.0,22.0,41.0,1753.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,20,True,2023-09-06 15:43:22,0.1.2,11.0,pythae,,,['pytorch'],,751.0,30.0,30.0,https://pypi.org/project/pythae,751.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,191.0,38.0,111.0,49.0,42.0,1719.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,['sklearn'],601.0,5012.0,162.0,162.0,https://pypi.org/project/sklearn-contrib-lightning,2664.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,226313.0,3.0,,,,,,,,,,,,,,,,,,,,
680,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2024-04-19 09:46:18.000000,2020-12-17 06:57:15,932.0,,288.0,66.0,202.0,1.0,74.0,1590.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,20,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,,['tensorflow'],,237.0,1.0,1.0,https://pypi.org/project/delta-nlp,29.0,,,,3.0,zh794390558/delta,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13118.0,,,,,,,,,,,,,,,
681,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,155.0,46.0,3.0,13.0,15.0,1532.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:18:54,0.4.0,11.0,lambda-networks,,,['pytorch'],,1656.0,29.0,29.0,https://pypi.org/project/lambda-networks,1656.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
682,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,270.0,65.0,51.0,22.0,75.0,1490.0,MLBox is a powerful Automated Machine Learning python library.,9.0,20,False,2019-08-25 22:46:42,0.8.1,7.0,mlbox,,,,,257.0,36.0,36.0,https://pypi.org/project/mlbox,257.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2023-09-14 02:51:02.000000,2022-05-29 19:09:18,309.0,,189.0,27.0,57.0,22.0,36.0,1287.0,A Toolbox for Adversarial Robustness Research.,21.0,20,False,,,,advertorch,,,['pytorch'],,461.0,174.0,174.0,https://pypi.org/project/advertorch,461.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,213.0,65.0,29.0,26.0,12.0,1177.0,Anomaly Detection and Correlation library.,9.0,20,False,,,,luminol,,,,,12210.0,78.0,78.0,https://pypi.org/project/luminol,12210.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000000,2024-02-10 16:41:20,438.0,,197.0,61.0,7.0,13.0,29.0,1120.0,Python AutoML for Trading Systems and Sports Betting.,5.0,20,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,273.0,5.0,5.0,https://pypi.org/project/alphapy,273.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-08-01 11:53:43.000000,2020-04-17 02:27:44,79.0,,131.0,25.0,77.0,44.0,36.0,1068.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,228974.0,,,https://pypi.org/project/adtk,228812.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,8599.0,3.0,,,,,,,,,,,,,,,,,,,,
687,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,183.0,52.0,12.0,16.0,42.0,1003.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27,0.4.6,12.0,tensornets,,,['tensorflow'],,62.0,83.0,83.0,https://pypi.org/project/tensornets,62.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2024-08-15 16:04:00.000000,2024-08-15 16:03:59,733.0,1.0,145.0,16.0,106.0,30.0,245.0,985.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,45.0,20,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,['pytorch'],,33609.0,,,https://pypi.org/project/torch-sparse,25968.0,https://anaconda.org/conda-forge/pytorch_sparse,2024-05-19 05:55:47.946,382062.0,3.0,,,,,,,,,,,,,,,,,,,,
689,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:44:13.000000,2024-03-20 19:28:51,85.0,,180.0,24.0,58.0,10.0,27.0,945.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,20,True,,,,saliency,,,['tensorflow'],,18947.0,98.0,98.0,https://pypi.org/project/saliency,18947.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000000,2024-02-01 21:38:56,330.0,,167.0,29.0,111.0,69.0,56.0,899.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,50510.0,2.0,2.0,https://pypi.org/project/witwidget,4730.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2256630.0,3.0,,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,648.0,,,,,,,,,,,
691,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,157.0,37.0,46.0,40.0,49.0,809.0,Public facing deeplift repo.,11.0,20,False,,,21.0,deeplift,,,,,521.0,97.0,97.0,https://pypi.org/project/deeplift,521.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,127.0,30.0,29.0,19.0,34.0,771.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:07:28,0.3.0,14.0,sklearn-deap,,,['sklearn'],,622.0,46.0,46.0,https://pypi.org/project/sklearn-deap,622.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,,74.0,26.0,162.0,41.0,62.0,768.0,,26.0,20,False,2023-11-06 22:17:30,1.8.0,9.0,objax,,,['jax'],,785.0,55.0,55.0,https://pypi.org/project/objax,785.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-08-19 13:10:19.000000,2024-08-14 12:17:33,1222.0,26.0,124.0,30.0,1034.0,15.0,50.0,761.0,Machine learning framework for both deep learning and traditional algorithms.,37.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,344.0,1.0,1.0,https://pypi.org/project/neoml,344.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
